,pT_{#mu}(GeV),#eta_{#mu},#phi_{#mu},Energy_{#mu}(GeV),Mass_{#mu}(GeV)
0,22.791221618652347,1.8676136732101427,-2.958700180053711,75.52247383276728,0.10565837549833952
0,24.54130744934082,-2.094780445098877,0.47888863086700434,101.1931234048292,0.10565837551125135
0,28.145780563354492,2.1883723735809326,0.22236420214176178,127.11737719404908,0.10565837550264347
0,42.4344253540039,-0.301631361246109,1.9358338117599487,44.37960464272515,0.10565837549941551
0,23.38569641113281,-0.5880441665649414,-1.7384347915649414,27.54710402641867,0.10565837549995351
0,23.237409591674805,-2.1762828826904297,2.5841619968414307,103.71961621028522,0.10565837550264347
