,pT_{#mu}(GeV),#eta_{#mu},#phi_{#mu},Energy_{#mu}(GeV),Mass_{#mu}(GeV)
0,28.19227790832519,0.9685319662094116,2.9363558292388916,42.481872043267934,0.1056583755004915
0,72.8405532836914,0.8146882057189945,-2.698472023010254,98.38028332292077,0.10565837550264347
0,58.24485397338868,0.3617740869522094,-2.1184158325195312,62.09825470537373,0.10565837549833952
0,63.86823272705078,-1.94461703300476,2.356727361679077,227.8178838877148,0.10565837548542771
0,50.18238830566406,-1.2866095304489138,-1.404835820198059,97.77281860533476,0.10565837549403559
0,48.678802490234375,-0.8650656938552856,0.2232060581445694,68.057575207749,0.10565837550264347
0,31.300159454345703,1.935782670974731,-0.9358419775962831,110.70521976915683,0.10565837550264347
0,20.78461837768555,-1.0679694414138794,-0.2662467658519745,33.80812794246919,0.1056583755004915
0,45.05450439453125,-1.5244607925415041,-1.1769239902496338,108.36525660424616,0.10565837549403559
0,49.352642059326165,-1.9075238704681394,2.8851330280303955,169.89244310791716,0.10565837550264347
0,188.34240722656253,-1.1746957302093506,1.5439233779907227,333.9377704399395,0.10565837541656466
0,31.55896377563477,1.2110215425491333,-1.8269442319869995,57.67102520400681,0.10565837549833952
0,28.013608932495117,0.4927469789981842,-1.4430142641067505,31.48400220521347,0.10565837549995351
0,44.712116241455085,-0.45120328664779646,-2.679222583770752,49.34131531813516,0.1056583755004915
0,32.31197738647461,-0.23372673988342282,-1.2807300090789795,33.19874302488897,0.1056583755004915
0,80.05101776123047,-0.4155169129371643,-2.5267271995544434,87.06166068011835,0.10565837549833952
0,39.27375793457031,-0.13621379435062403,-1.027560830116272,39.638808983502564,0.10565837550156748
0,43.859886169433594,0.9615350365638733,2.0770621299743652,65.74636531928155,0.10565837549403559
0,39.54866027832031,1.0526907444000244,1.5801465511322021,63.561668382219416,0.1056583755004915
0,35.28956985473633,-1.2497701644897459,-2.333519697189331,66.62875902450382,0.10565837550264347
0,26.774925231933597,0.9250687956809996,2.996241569519043,39.0720669942491,0.10565837550156748
0,25.475683212280277,-0.03687618672847739,3.123528480529785,25.493225724308296,0.10565837549995351
0,28.933324813842777,1.4827646017074587,1.3288218975067139,67.01134834161557,0.10565837549403559
0,39.88747024536133,0.1520736813545227,-2.3868532180786133,40.34972503128859,0.1056583755004915
0,52.115474700927734,-0.23869632184505468,0.1651664525270462,53.607305328420445,0.1056583755004915
0,28.475826263427734,-1.2203081846237183,0.5980936884880067,52.44362232682345,0.1056583755004915
0,56.895355224609375,1.2422648668289187,0.6090939044952394,106.74081323826185,0.10565837550264347
0,44.31327438354492,1.554701447486877,-1.7279689311981201,109.56297135337272,0.10565837551125135
0,28.29074478149414,1.198705196380615,-1.9472750425338745,51.16965353510309,0.1056583755004915
0,62.19348526000977,1.684114336967468,-0.9317031502723694,173.31106938632982,0.10565837550264347
0,37.75819396972656,-1.0560499429702759,1.10909104347229,60.84400769017081,0.10565837549833952
0,61.97490310668945,-1.27958083152771,-1.7495561838150024,120.0233184785784,0.10565837550264347
0,43.83481216430664,-1.1297019720077517,2.3686604499816895,74.91077872728124,0.10565837549833952
0,51.90433120727539,0.018661310896277497,2.500455141067505,51.91347669133658,0.10565837549833952
0,94.5513687133789,1.0498031377792356,1.2043956518173218,151.6176598068181,0.10565837551985922
0,27.504051208496097,-2.1630704402923575,2.9240012168884277,121.19354456301684,0.10565837549403559
0,94.03138732910156,0.14383651316165932,2.6513843536376953,95.00582924222763,0.10565837550264347
0,26.978191375732422,0.26982966065406805,-2.8782622814178467,27.966478964726523,0.10565837549995351
0,41.77505111694336,1.6424785852432258,0.04715994745492935,111.98773962774105,0.10565837549403559
0,48.650684356689446,-1.5180433988571171,-0.20407487452030185,116.33424937004517,0.10565837551125135
0,144.57688903808594,-0.7138457894325256,-1.3028978109359741,183.0044221962748,0.10565837545099618
0,83.05297088623047,-0.7022100687026978,1.277268409729004,104.3850631986112,0.10565837550264347
0,26.440942764282227,0.05137052759528159,0.8823798894882202,26.476049177438192,0.10565837549995351
0,27.58743095397949,-0.39161628484725963,-2.3454360961914062,29.730243254665904,0.10565837549941551
0,21.477857589721676,1.4884064197540285,-1.8729108572006226,49.99801225641516,0.1056583755004915
0,22.837791442871094,-0.9627553820610047,-1.83523690700531,34.265322203830614,0.1056583755004915
0,22.911224365234375,1.331730604171753,-0.45375299453735357,46.413821708993694,0.1056583755004915
0,32.836570739746094,0.06208033114671701,2.6323673725128174,32.90003626387946,0.1056583755004915
0,26.786245346069336,-0.3269027769565583,2.5591301918029785,28.2304963485319,0.10565837549941551
0,48.29369354248047,0.37636974453926086,-3.0851826667785645,51.75487178866208,0.1056583755004915
0,47.4039077758789,-2.207457304000854,-1.2484498023986816,218.1183768553315,0.10565837548542771
0,20.522098541259766,-0.25702181458473194,-2.6073546409606934,21.20394867764446,0.10565837549995351
0,43.01447296142578,-0.4818901717662812,1.0984703302383423,48.10635923947735,0.1056583755004915
0,34.34755325317383,0.035432357341051164,2.491901397705078,34.369278768678086,0.1056583755004915
0,36.816436767578125,-0.9349984526634219,-2.2580533027648926,54.11650972063261,0.10565837550264347
0,101.51325988769531,2.0355930328369127,-1.3135714530944824,395.26191578686996,0.10565837534770162
0,62.41212844848632,1.0307832956314091,-1.7892847061157227,98.61085085139274,0.10565837551125135
0,27.034946441650387,-0.32270708680152893,-2.5721051692962646,28.455109454990765,0.10565837549995351
0,25.73130989074707,0.1586515754461288,-2.6068193912506104,26.056036616967535,0.10565837549941551
0,68.03974151611328,0.37619888782501226,-0.5737934112548828,72.91155276378288,0.10565837549833952
0,94.4038543701172,2.0375893115997297,-1.8477511405944824,368.28995618160195,0.10565837548542771
0,61.72515487670899,-1.328793048858642,0.6079380512237549,124.72433920338378,0.10565837550264347
0,24.754058837890625,1.216156482696533,1.508601427078247,45.43076531645052,0.1056583755004915
0,89.53682708740233,1.4697068929672243,2.4986610412597656,204.9477393184924,0.10565837548542771
0,39.664787292480476,1.67114269733429,-1.1697900295257568,109.2026355979515,0.10565837550264347
0,54.674076080322266,-1.041698932647705,-1.9110379219055176,87.11999069866026,0.10565837550264347
0,52.480499267578125,0.2944477200508118,-2.1321654319763184,54.77210110773558,0.1056583755004915
0,33.08769989013672,0.04903499409556391,-2.4165327548980713,33.12765489646774,0.10565837549941551
0,36.86338424682617,-1.59368896484375,2.7613003253936768,94.46334412448596,0.10565837550264347
0,27.095643997192386,-0.031770672649145175,2.4489424228668213,27.10952588958292,0.10565837549995351
0,27.556999206542965,0.3623200654983521,-1.608150839805603,29.385847385530884,0.10565837549941551
0,29.24783897399902,-0.0782719552516937,-0.24218624830245972,29.337668415025036,0.10565837549941551
0,43.938514709472656,1.8173351287841797,1.7913304567337036,138.79941884697698,0.10565837548542771
0,54.882877349853516,1.019707918167114,-0.6713407039642334,85.97642923804187,0.10565837549403559
0,27.253257751464847,0.002980528166517583,1.712001085281372,27.253583616594355,0.10565837549995351
0,53.637351989746094,-0.33495160937309265,-1.1849043369293213,56.67454330950876,0.1056583755004915
0,24.179256439208988,1.2357012033462522,0.13908393681049347,45.11161959840152,0.1056583755004915
0,34.79706573486328,-1.7931587696075442,-0.5123750567436218,107.43312673833668,0.10565837549403559
0,42.943702697753906,0.16809891164302823,-1.7191219329833984,43.55199627659541,0.10565837549941551
0,26.530593872070316,-0.5540421605110167,3.036271810531616,30.707960309669236,0.10565837549941551
0,43.41019821166992,0.7630863785743714,2.4643633365631104,56.674525899539624,0.10565837550264347
0,26.055492401123047,-1.8612532615661617,2.5729691982269287,85.81734799242462,0.10565837549833952
0,31.09823799133301,0.13730265200138095,-2.765749454498291,31.392008878647488,0.10565837549941551
0,20.981689453125,-1.2774213552474978,-1.0352373123168945,40.55913234408331,0.10565837550156748
0,22.6199893951416,1.5138993263244631,1.6390917301177979,53.88619679762163,0.10565837550264347
0,30.28188323974609,-1.9521727561950695,0.24290262162685394,108.80196580242972,0.10565837550264347
0,71.54688262939453,0.5212839245796204,2.9450738430023193,81.49004862262478,0.10565837549403559
0,31.11176872253418,0.7782636284828186,-0.24929817020893097,41.01929777478444,0.1056583755004915
0,51.343643188476555,-0.7246272563934327,-0.1718481183052063,65.42386930846806,0.10565837549833952
0,30.22808837890625,0.41989171504974376,0.5884386897087097,32.932383023354866,0.10565837549941551
0,25.379093170166012,1.6109484434127812,-2.417323350906372,66.07780820664081,0.10565837549833952
