,pT_{#mu}(GeV),#eta_{#mu},#phi_{#mu},Energy_{#mu}(GeV),Mass_{#mu}(GeV),#Delta{R}_{#mu#mu},#Delta{#eta}_{#mu#mu},#Delta{#phi}_{#mu#mu},#Delta{pT}_{#mu#mu}(GeV),#Delta{#vec{pT}}_{#mu#mu}(GeV),#Delta{#vec{p}}_{#mu#mu}(GeV)
0,82.53231048583983,-1.7480804920196533,-2.8638484477996826,244.19972176481437,0.10565837551985922,2.7064250846156734,2.673149287700653,-0.42309528986086065,-55.757385253906236,59.14892192476531,264.97191360720427
0,72.03910827636719,1.1614718437194826,-0.27103477716445923,126.34428300809469,0.10565837550264347,3.1273271889668663,-1.1983480304479601,-2.888622049485342,-46.563425064086914,96.91395465683662,142.6937048838034
0,37.05593490600586,1.4609544277191167,2.7719998359680176,84.15568688633039,0.10565837550264347,1.4433427332933852,0.021810173988342063,-1.4431779384613037,-8.122610092163082,44.015557805185686,46.53849466129098
0,69.08124542236328,-0.2812653183937072,2.2275869846343994,71.83189970196483,0.10565837549833952,1.7240919094943725,0.4333389997482299,1.6687451044665735,-29.193775177001953,83.0792217046483,86.986150170933
0,53.32819747924804,-0.16996639966964724,-2.467054605484009,54.10044468827489,0.10565837550264347,2.6331182085958607,-0.06872992217540744,2.632221058011055,-1.2127227783203054,102.04278076051747,102.10110318215634
0,77.51924896240234,-0.6690213084220886,-2.6966426372528076,95.52452073477384,0.10565837549403559,3.038872247155939,-0.5512868762016296,-2.988448981438772,-49.04342269897461,105.75105852159565,106.40505298088092
0,118.70757293701173,0.9194036722183225,-2.2827694416046143,172.51485379893745,0.10565837551985922,2.909830401157638,0.32286119461059615,2.8918633460998535,-61.81221771240236,174.40575432277535,177.85669492100988
0,157.17965698242188,0.6770229935646057,-1.3542389869689941,194.5992631174396,0.10565837548542771,0.9539358152899461,0.8776784539222713,-0.373729944229126,-112.86638259887695,117.04870614441475,117.94714646751899
0,70.66899871826172,2.3476321697235103,-1.5791761875152588,373.00393301997065,0.1056583756231538,1.2064534624845178,-1.1489269733428953,-0.3680988550186157,-42.37825393676758,45.42870440905508,326.78390153792765
0,104.75457763671875,0.4956751763820648,-0.9551978707313538,117.8890533729123,0.10565837550264347,1.1886713760759884,1.1884391605854032,0.023494720458984375,-42.56109237670898,42.60331841581064,115.81153837925021
0,48.35805130004883,-1.0300500392913818,-0.9164060354232788,76.36215338412703,0.10565837549833952,2.0256639434036914,-0.025999903678894043,2.025497078895569,-10.599857330322266,73.26691114089233,74.14668633501151
0,143.97203063964844,-0.5509870648384094,1.3391960859298706,166.38457172909824,0.10565837551985922,3.173521618125928,-0.7285937666893005,-3.088752269744873,-81.99712753295898,205.8864549263849,206.7968268917629
0,50.06682968139649,-1.5208001136779785,0.4620674848556518,120.02079939075264,0.10565837551125135,1.9462924988515988,0.39109814167022683,1.9065929651260376,-6.232017517089851,76.64567689064188,90.61253119856036
0,56.60666275024414,-1.1308444738388066,-2.4506778717041016,96.82667084631217,0.10565837549403559,1.7594677786697273,1.149505784735084,-1.3320522944079798,-4.70233154296875,67.14715873071214,104.08144100594369
0,101.75877380371092,1.617045283317565,-3.0232722759246826,266.438386646536,0.10565837555429075,2.1323497247977103,-0.5672421455383294,-2.055517379437582,-7.207405090332017,168.1108079667948,211.1227906778496
0,88.19268035888672,-2.284935474395752,-0.35505998134613037,437.7370116923734,0.10565837548542771,3.006594876015354,0.12186503410339444,-3.004124108945028,-60.688629150390625,115.49877384057784,331.5006982645678
0,106.37407684326172,-1.1558072566986084,0.06650636345148087,185.69672471320925,0.10565837545099618,2.8932106996701314,1.2996437698602676,2.5848779901862144,-12.342689514160156,192.72132123013702,254.21457801377414
0,62.855133056640625,0.24958246946334828,1.3015403747558594,64.82306984719385,0.10565837550264347,2.1034800986231454,0.02024719119071977,2.10338265100588,-35.8769416809082,80.00397854133715,80.45242989398173
0,49.433616638183594,0.24029231071472168,-1.0124268531799316,50.86776492340439,0.1056583755004915,1.7575125992594607,1.402186274528504,1.059586800634861,-7.658565521240234,46.564119814112594,103.03330001476577
0,86.80475616455078,-1.7187695503234859,2.0941195487976074,249.8652484057561,0.10565837548542771,2.306943561349527,0.20072615146636874,-2.2981944233179092,-38.154071807861335,124.57161915286818,179.06315933655506
0,146.5764617919922,0.6722941994667052,1.9507341384887695,180.96786268553456,0.10565837551985922,3.331602859932318,-1.386139988899231,3.0295533577548426,-1.99957275390625,290.696642988826,363.55666794785225
0,103.4767837524414,-1.125638008117676,1.4653534889221191,176.25349034333863,0.10565837548542771,0.4633219365541577,0.42342793941497825,-0.18808507919311523,-20.423812866210938,26.837663223972456,83.85821405646365
0,67.82598114013672,0.2538292706012726,-0.28811344504356384,70.02280772399476,0.10565837550264347,1.1878738101342672,-0.20245874300599098,1.170493334531784,-41.38503837585449,62.463860600093746,64.49112699522138
0,109.70657348632812,-1.320070028305054,-1.760249137878418,220.00559483369847,0.10565837545099618,1.0974835442595023,0.9284537434577943,-0.5851869583129883,-82.11914253234863,88.03821214937454,200.03442270417142
0,55.764701843261726,0.3765288293361662,-1.4276527166366577,59.76471039457905,0.10565837550264347,1.1977172403417724,1.1118775904178624,-0.44525814056396484,-34.28684425354005,37.53853460017914,44.3689615223119
0,45.18922424316406,-0.5602052807807922,2.305171012878418,52.4675914602238,0.1056583755004915,2.180261799772489,-0.4025501012802125,2.142777387295858,-22.35143280029297,60.67038342686472,60.68063741664285
0,32.98741149902344,0.10192061215639114,-0.9958063960075378,33.15906170231118,0.10565837550156748,1.3439696821380387,1.2298099920153618,0.5420534014701843,-10.076187133789062,17.838455928724148,41.07274969337994
0,46.93685531616211,1.2825779914855955,0.9339443445205688,91.13372124090833,0.10565837551125135,2.091472046408231,-1.2204976603388784,1.6984230279922485,-14.100284576416016,60.61064056229899,97.26971523633368
0,35.68370056152344,-1.2268549203872676,1.8358099460601807,66.08094014714104,0.10565837549403559,1.1546021125768606,0.8999521434307094,0.7233202457427979,-8.897455215454102,23.61825772617705,52.33683322105018
0,79.24287414550781,0.500480830669403,-1.1693845987319946,89.37625021166714,0.10565837550264347,1.9198140012072453,-0.1241110861301421,-1.9157980680465698,-30.949180603027344,105.83117324792143,108.24408093355221
0,56.44168853759765,-1.6330242156982415,0.9978353977203369,149.98454650004015,0.10565837548542771,2.318570804010655,-0.5744330883026125,-2.2462852001190186,-9.03778076171875,93.69489259220752,119.35945557395243
0,43.337284088134766,-0.3920241594314575,-0.6234071850776672,46.71037161982253,0.1056583755004915,1.9885354260909827,0.13500234484672557,-1.9839474558830261,-22.815185546875,54.894787221187116,56.21142160340334
0,72.15271759033203,0.38651013374328624,-2.0478672981262207,77.60966896634793,0.10565837549833952,3.254832169359322,-0.8684003055095675,-3.1368476788150232,-29.13824462890625,115.1668871793321,125.60313117131193
0,62.480300903320305,-0.640854835510254,1.4362956285476685,75.75570844737108,0.10565837549833952,1.253661799327516,0.6762871928513052,1.0556057691574097,-28.132747650146477,54.48693690841333,70.0694511056241
0,43.04811096191406,-0.8812686204910279,0.9045069813728333,60.87479577543649,0.10565837549833952,3.1210875395125153,-0.05372983217239391,3.1206250230418604,-6.2316741943359375,79.86018552037915,79.93163660534199
0,139.7422637939453,1.3138787746429448,1.5201303958892822,278.7405984169617,0.10565837541656466,2.9241644344007875,0.721714258193968,-2.8337018489837646,-38.22900390625,238.47444282702435,276.94961350852327
0,75.18160247802734,1.4484572410583492,0.590656340122223,168.83818008708744,0.10565837550264347,2.416313495442318,-0.41767394542694003,-2.3799410462379456,-12.769474029541023,127.8243893989214,148.1162877430357
0,35.045494079589844,-0.1882325559854508,-0.7140138149261475,35.668343023834005,0.10565837550156748,1.8629511213725336,-0.13447453081607813,-1.8580913543701172,-8.010547637939457,49.960123960135384,50.010353227411414
0,44.572200775146484,-0.18573494255542758,-0.11326678842306138,45.34335065311224,0.1056583755004915,2.517222011831551,0.3443865180015564,-2.493552602827549,-18.840890884399414,66.91455316525546,68.05848097489141
0,115.13504791259767,0.47014817595481856,2.8667473793029785,128.09589888267763,0.10565837550264347,2.8441966030180925,-0.0939492881298063,2.842644516621725,-47.09530639648439,181.2680309568152,183.72436463476922
0,143.331298828125,0.300458014011383,1.896242380142212,149.84977098087586,0.10565837551985922,3.07654352697959,1.7371312975883466,2.539191786442892,-48.9274444580078,227.49609999301398,386.3502542379863
0,146.22871398925778,-0.34339374303817755,-1.756089448928833,154.9353957718919,0.10565837550264347,2.5611789889402785,-0.9853993058204644,2.364027500152588,-84.5035591125488,195.0822961415252,203.28760101057958
0,38.218902587890625,0.6701265573501587,-1.8955872058868408,47.12648053229106,0.1056583755004915,2.930319185602809,0.5460299253463743,-2.8789966742144983,-13.46484375,62.45582336628381,63.33602442590914
0,140.11268615722656,0.4981440603733061,-2.0686185359954834,157.85950437394874,0.10565837550264347,1.971868862694751,0.9715628325939183,-1.7159057299243372,-50.57585906982423,176.8516619721579,209.13892198341605
0,39.76979064941406,-0.6602143049240112,2.1519851684570312,48.75683579015198,0.10565837549833952,3.7689753656440637,2.3313570022583012,2.961410109196798,-0.10500335693358664,79.11243359679236,152.13770289378627
0,79.66218566894531,-1.1107263565063477,0.40198221802711487,134.0668355657224,0.10565837551985922,2.3140499028712704,0.06902742385864258,-2.3130201399326324,-24.988109588623047,123.3826255464171,129.70596004581986
0,117.0674285888672,1.393901824951172,-1.5940505266189575,250.44537190591055,0.10565837551985922,1.2240780122810857,-1.0994541049003603,-0.5381149053573608,-64.58692932128908,76.86343586512253,219.6134138945212
0,37.497291564941406,0.6355169415473937,-2.519857883453369,45.3279644922663,0.1056583755004915,0.5955141953621758,-0.5864819474518298,0.10332512855529785,-4.4095916748046875,5.71651330574966,24.519546951701315
0,55.635566711425774,0.28181818127632136,-2.768404483795166,57.85965403144184,0.1056583755004915,2.021202591528082,-1.8755071461200714,-0.7534804979907435,-18.772182464599602,38.24540682815,109.74109917308974
0,75.28147125244142,-2.0641558170318617,-0.2777909040451049,301.3355423307032,0.10565837548542771,3.400832840819986,2.0323851443827166,2.7267333269119263,-48.18582725524904,100.67280480549142,307.8459224288089
0,129.84991455078125,-0.9399028420448302,-2.038942813873291,191.5545255453991,0.10565837548542771,1.3716290409040468,1.3022229075431824,0.430791974067688,-102.29291534423828,105.440486961266,184.19564516025935
0,72.47513580322266,0.6545794606208801,-0.44067528843879705,88.56444864109845,0.10565837550264347,0.7592556201969668,-0.7328514158725739,0.19848904013633734,-43.22729682922363,44.1796187104365,69.14760607487494
0,60.613468170166016,2.113122701644897,-0.22484171390533447,254.4219725546812,0.10565837545099618,2.03775379030887,-0.29578757286071733,2.016172170639038,-16.67495346069336,88.87766807495727,145.68623358073174
0,72.6168212890625,0.10227173566818235,-2.81282377243042,72.99699699552758,0.10565837549833952,2.329729357991088,0.9174361824989317,2.1414830684661865,-17.733943939208984,112.21078939912246,126.65585985658397
0,30.682157516479492,-2.115768432617188,-1.850946307182312,129.1182146331679,0.10565837550264347,3.448012684356012,2.1187489607837056,-2.720237914715902,-3.428899765014645,56.65897108804315,137.6979611067399
0,127.76634216308594,0.05283273383975031,1.0480659008026123,127.94474422459488,0.10565837549403559,2.2663920180404853,-0.38778434321284294,-2.2329702377319336,-74.12899017333984,166.21721053900177,168.09527360048816
0,90.19123840332031,-0.7879465818405152,-3.072721481323242,119.66822865019584,0.10565837550264347,3.678114296936218,2.0236477851867676,-3.0713798890458506,-66.01198196411133,114.32350475606835,163.39227376829658
0,41.69746780395508,-0.15439940989017498,-2.5328710079193115,42.195604920379544,0.1056583755004915,2.6015257307546733,-1.638759359717369,2.0204959511756897,-6.900402069091797,64.89187728502627,115.19464913907983
0,80.50353240966797,-0.5713239908218384,-0.21035772562026978,94.00350908832985,0.10565837550264347,1.6802129811752013,0.7394229024648666,-1.5087642073631287,-37.55982971191406,88.86141129230997,104.92303837285253
0,45.07753372192383,0.3053552806377411,-1.4604381322860718,47.19558850621701,0.1056583755004915,1.9824374364213893,-0.8593974411487578,-1.7864753643618982,-18.546939849853512,56.98896287198661,64.14506551131208
0,66.51518249511719,-1.3734762668609624,-0.18035522103309634,139.7577498232712,0.10565837550264347,3.3999170852777265,2.1365626454353337,2.6447185575962067,-23.104984283447266,106.70179780018756,191.77502685624628
0,49.825931549072266,-1.425179123878479,-1.989259123802185,109.59388313370144,0.10565837550264347,1.775346050295057,-0.43607413768768266,-1.7209569851504725,-23.77043914794922,59.581351723633965,61.65256707752129
0,46.921653747558594,1.0335763692855837,-2.916560411453247,74.29661623378931,0.10565837549403559,0.9088732150482336,-0.8962737172842028,0.15081095695495605,-15.823415756225582,16.83761144130623,55.91696937659497
0,34.33890914916992,-1.6860020160675042,-0.855268120765686,95.85910910287512,0.10565837550264347,0.4464605988255948,0.40858066082000644,-0.1799691915512085,-13.357219696044922,14.201698220062154,56.59795660214248
0,55.677505493164055,1.9894578456878662,-2.1091361045837402,207.35247368465014,0.10565837548542771,2.5791791897057883,-0.4755585193634031,-2.534957472478048,-33.057516098022454,75.37281930950357,168.61322326382765
0,37.19915771484375,0.18915645778179174,1.1657510995864868,37.86678779727689,0.10565837549941551,2.331724708430044,-2.1413292139768614,-0.9228484779596329,-6.91727447509766,30.6759839914857,115.721358146649
0,79.96029663085938,-0.4214733242988586,-2.6727263927459717,87.16818333494984,0.10565837549833952,1.153918768196682,0.942757248878479,-0.6653850714312952,-8.413414001464844,50.11551342910138,89.13839741444117
0,63.600292205810554,-0.8438835144042967,-2.2596518993377686,87.62273743322768,0.10565837549403559,2.5831924956144974,1.6221471428871153,2.0103537291288376,-32.488523483276374,81.83509182543364,119.44373669375868
0,160.99078369140625,0.794929504394531,2.419893980026245,214.59252728324566,0.10565837545099618,3.0043601404491977,-1.5195567607879639,-2.5917420983314514,-109.64714050292969,206.5167757636187,275.5567451772549
0,65.98920440673828,0.4288304150104524,-2.2995176315307617,72.15039639728965,0.10565837549833952,2.887970154579858,-0.008938699960708618,2.8879563212394714,-35.76111602783203,95.55171533061672,96.89939144765052
0,51.37636184692382,0.7182921171188356,-1.036315679550171,65.20983486232451,0.10565837550264347,1.6443897060056294,0.8926563262939456,-1.3810076713562012,-25.99726867675781,52.83625098549133,56.801382712263106
0,113.4522705078125,-0.41380178928375244,-0.7942930459976196,123.30503701580703,0.10565837550264347,2.8558185459837313,-1.1630712747573855,-2.608249370251791,-69.1666145324707,153.25019517273768,162.58357053457917
0,45.86131286621093,-0.024903774261474616,-3.0896966457366943,45.87565682140766,0.1056583755004915,2.6536520393370866,-0.09225374460220337,2.652047961950302,-0.3321189880371094,88.66642246073678,88.76603289621232
0,77.85286712646484,1.8702802658081055,2.9520363807678223,258.63485917608426,0.10565837555429075,2.439020295954843,-1.6546397358179092,-1.7919228076934814,-29.642902374267578,100.15825612884758,256.5236428066076
0,206.29222106933594,-1.922079920768739,2.6836605072021484,720.1107243785021,0.10565837589860598,3.4243278335275797,1.368438720703126,-3.139012038707733,-98.11264038085939,314.4715654583368,701.379837016083
0,74.91630554199219,-0.9664270877838138,1.2987289428710938,112.71073311403096,0.10565837550264347,2.6260557665174638,0.6967811882495885,2.5319290796863,-14.968925476074219,128.72455009001862,145.510862149125
0,158.31820678710938,0.18358279764652244,0.35977843403816223,160.99361378868534,0.10565837548542771,1.0883998930325236,-0.5866284817457199,-0.9167777001857758,-93.7732162475586,129.6034548618093,141.1657118087411
0,68.28656768798828,-0.9989082813262938,-1.6093329191207886,105.28418508926791,0.10565837550264347,2.579548776536844,0.21815210580825783,-2.5703076759921473,-6.802398681640618,124.52728429865395,127.44269609508949
0,30.76254653930664,-1.6879096031188963,-0.7264615893363952,86.02859249065793,0.10565837549833952,1.419750275738896,-0.08837783336639382,1.4169968962669373,-1.5922927856445312,39.01667136886604,39.160917437522144
0,101.79566192626953,0.4151201546192169,-1.2564362287521362,110.69334810276973,0.10565837550264347,3.130314178261849,1.2271657884120943,-2.8797449509250086,-32.010597229003906,170.16361153305164,214.17210896199578
0,85.31166076660156,0.34513378143310547,1.1892966032028198,90.44340841553128,0.10565837550264347,3.0609319300885525,-1.9034826755523682,-2.397093653678894,-41.732540130615234,121.01890046579797,176.85618705184936
0,73.68386840820312,0.7616193294525146,1.2219291925430298,96.10781885157483,0.10565837549403559,0.37952417835305663,0.3207883834838867,0.2028137445449829,-25.195976257324226,27.951647836384097,28.000032948662472
0,73.18409729003906,0.46232879161834706,-1.7009754180908203,81.14595513282,0.10565837549833952,1.99431163440102,1.43752908706665,1.382312923669815,-19.393970489501953,82.30492133805065,163.01812216861677
0,44.70124435424805,-0.9625574350357053,1.847045660018921,67.05863660686585,0.10565837549833952,2.597346784591412,-0.26287782192230247,2.584009591733114,-9.81155776977539,76.56544596580717,76.6862200392218
0,97.55460357666017,-0.6098700165748596,0.5696112513542175,116.266292265459,0.10565837549403559,3.114037339547579,0.7051906734704971,-3.033139407634735,-63.20550918579103,131.7543561610589,147.59990701634945
0,67.05575561523438,0.6316146254539491,1.266344428062439,80.88195782080362,0.10565837549403559,2.4999264416147917,-0.5807555057108403,2.4315335194217127,-12.910911560058587,113.73066014245958,121.40208838677695
0,57.40298843383789,-2.31472849845886,-1.0376454591751099,293.35705467407234,0.10565837541656466,3.1599676740780898,0.5736066102981543,-3.107470218335287,-12.416454315185547,102.37484003382686,192.76558725344435
0,95.24876403808592,-0.33297488093376165,-2.3516416549682617,100.57800946195545,0.10565837550264347,3.785175983429973,2.4230923354625706,-2.907951299344198,-27.51705169677733,161.90140835709488,342.6172873398122
0,195.11752319335938,-1.1676228046417239,1.7369104623794556,343.93836215538073,0.10565837541656466,3.04568587370134,1.4418296217918398,-2.6827839612960815,-173.70411682128906,214.5260941410614,360.06600590882374
0,58.668155670166016,-2.107739686965944,3.068220853805542,244.97275083530096,0.10565837545099618,2.980233144609143,-0.16890931129455655,2.9754426966058176,-14.145278930664062,102.84185168647774,105.4292057261638
0,50.339286804199226,0.8128432035446166,-0.28039994835853577,67.90534824959455,0.10565837549833952,2.093400811742696,-1.364799976348877,1.5873399078845978,-17.68842315673829,60.45248525167866,88.42005868369351
0,48.54833984375,0.8382763862609861,0.5494374632835388,66.62863033046678,0.10565837549833952,2.0711785511047105,-0.5798916816711424,1.9883425831794739,-17.37356948852539,67.50036542081871,77.21198456929878
0,45.181129455566406,1.2010962963104246,-2.958754301071167,81.88234742887224,0.10565837550264347,3.4346311525973054,-1.678033024072647,2.996814362704754,-9.522331237792969,80.63115329629458,117.8492456692736
0,50.70267105102539,1.0270123481750488,-2.0333502292633057,79.87667459412087,0.10565837549403559,1.2690678747895552,-1.1901784837245941,0.4404639005661011,-25.25341415405273,29.733005113330186,72.28987640582076
0,97.30335998535158,1.735673546791077,-1.547982096672058,284.56509728589356,0.10565837548542771,1.9782316272734857,-1.9769852161407475,0.070212721824646,-71.3456268310547,71.43280047514632,282.90402378606416
0,36.88447570800781,-0.7580795288085939,0.28664991259574896,48.00044971598001,0.10565837549833952,2.633701687558406,-0.9368041753768922,2.4614594280719757,-1.2672882080078125,68.35097758736303,92.95502488842206
0,47.94340896606445,-0.15164639055728912,1.1647623777389526,48.495849683583934,0.1056583755004915,1.527616086966046,-0.2892612367868424,1.4999796152114868,-19.031038284301758,54.2063967555451,54.52291341205529
0,70.5033950805664,1.6537359952926634,-0.4698846936225891,190.98678942065192,0.10565837545099618,2.9856832372760547,-0.7366487979888914,-2.893380884324209,-29.7869873046875,110.42596110215872,174.17633258740517
0,43.94316101074219,0.9441162347793581,-1.6896179914474487,65.02638110485145,0.10565837549403559,3.2952558070676794,-1.9192384481430058,-2.6786628405200403,-1.7827415466308594,83.8083150503247,127.3415081741542
0,52.75135803222656,-2.359336137771605,-3.0499684810638428,281.65022305164786,0.10565837541656466,3.1205390743156634,0.3599295616149887,3.0997120551764965,-16.03289794921875,89.45083270823109,169.160649567235
0,82.86284637451172,2.3426561355590843,-0.014370715245604515,435.23377011178354,0.10565837548542771,2.553174005763832,-1.9072057008743308,1.6974286194890738,-40.6485710144043,97.63118755097192,419.81450395397
0,43.05078125,0.06825605779886239,-1.0926257371902466,43.15123396094308,0.10565837549941551,2.2738413950261536,0.06685597449541104,-2.2728583256350916,-6.919513702392578,71.8879325728519,71.91453471568411
0,106.36792755126952,-0.5148428082466125,2.956761121749878,120.77923054119749,0.10565837551125135,2.84067757034701,1.802252113819122,-2.1957541704177856,-65.61355590820311,134.34099404665713,183.7904159269446
0,72.44786071777344,-2.3942360877990714,2.8073604106903076,400.3130182480937,0.10565837548542771,2.426705752015816,0.046120405197142667,-2.426267445087433,-42.423614501953125,97.12963669829426,257.07780458243434
0,144.9560546875,1.5643738508224487,-0.7579451203346251,361.5856590791048,0.10565837555429075,2.224841263086816,-0.12899065017700173,2.221098840236664,-47.572059631347656,218.1485849228731,258.28336286616695
0,96.22630310058594,-0.5285156965255735,-2.7056777477264404,109.98150621981529,0.10565837550264347,3.2037559346624964,-1.0200711488723766,3.0370227098464966,-64.13563919067383,128.18544482510893,129.5599173479331
0,49.732044219970696,-0.8899292349815369,2.8031957149505615,70.7598794843568,0.10565837550264347,2.8222679693721435,-1.391311705112459,-2.4554934799671173,-11.868110656738274,82.58858125429254,156.60045206329056
0,49.42678451538085,0.7541828751564028,-0.5597061514854432,64.16268978755669,0.10565837549833952,1.4112928693074072,1.2036945223808295,-0.7367951273918151,-26.68589782714843,35.98909603195574,52.36206482619759
0,206.7093505859375,-0.7433902025222779,-0.0871969908475876,266.505462863908,0.10565837541656466,0.9981704870508037,-0.04650157690048218,-0.9970867186784744,-168.06073379516602,188.5480188896331,231.55332529069258
0,99.81458282470703,-0.29732394218444824,1.925344705581665,104.25911445200087,0.10565837550264347,2.333816566897202,1.592924952507019,-1.7056640535593033,-78.15103912353516,104.94642730975221,124.36065974187001
0,99.5341796875,-2.14521884918213,2.118161916732788,431.0304529787932,0.10565837534770162,0.9887986571366618,0.5254224538803105,0.8376479148864746,-61.675506591796875,79.35260939024731,336.971916828473
0,246.33970642089847,0.5239533185958862,1.7354552745819092,280.9338592240442,0.10565837541656466,2.6152717468608184,-0.5048469007015227,-2.5660818219184875,-111.36625671386722,366.99829525045425,390.17731794628406
0,259.2091979980469,-1.1507927179336548,-0.3936557471752167,450.6460022291407,0.1056583756231538,3.5323068320750832,1.6630645394325256,3.116313189268112,-63.55029296875,454.8324772654482,656.4244963706201
0,96.20697784423828,-1.2593623399734495,-1.8825733661651611,183.13045259785343,0.10565837548542771,1.2963132438387852,-0.8193186521530154,1.0045620799064636,-70.17129325866699,85.12452454519699,100.48138388748505
0,47.31081771850586,0.5654723644256591,-1.0121784210205078,55.07866498652339,0.10565837550264347,1.0649124615352654,-0.934403896331787,0.5108110308647156,-16.29304885864258,25.300495520639423,47.25084325433802
0,76.19731903076172,0.07419002056121832,0.8027529120445251,76.40718937347144,0.10565837549403559,1.4890580777816256,-1.448458075523376,-0.345344990491867,-55.457332611083984,57.11501822619753,72.10932526067396
0,66.9605484008789,-1.8337503671646112,-1.4729164838790894,214.8470636832478,0.10565837548542771,2.8975254534974932,1.79547556862235,-2.274185840283529,-14.919246673583977,108.16599773889753,229.27259833648887
