,pT_{#mu}(GeV),#eta_{#mu},#phi_{#mu},Energy_{#mu}(GeV),Mass_{#mu}(GeV),#Delta{R}_{#mu#mu},#Delta{#eta}_{#mu#mu},#Delta{#phi}_{#mu#mu},#Delta{pT}_{#mu#mu}(GeV),#Delta{#vec{pT}}_{#mu#mu}(GeV),#Delta{#vec{p}}_{#mu#mu}(GeV)
0,55.1750602722168,1.802316308021545,2.834538459777832,171.83152960812487,0.10565837550264347,0.49427875004497945,0.06529736518859774,0.48994666734804326,-32.38383865356445,36.66857506229866,97.86049862201774
0,119.65474700927733,1.017112612724304,2.650761604309082,187.07045384486244,0.10565837548542771,3.7948531745110032,-3.111893057823181,-2.1718729734420776,-95.11343955993651,135.05879505732804,277.111490579383
0,37.09526062011719,0.9647971987724301,2.5805249214172363,55.74158789168381,0.10565837549833952,2.6567006203826358,1.2235751748085026,-2.3581607192754745,-8.949480056762695,60.396099306443546,102.12856420186515
0,97.61538696289062,-0.1473869532346725,-1.684361457824707,98.67760954844711,0.10565837549403559,2.6674533318753015,-0.15424440801143652,-2.6629900375949305,-55.180961608886726,136.68612730052854,136.69376357726236
0,30.95219421386719,-1.2313669919967651,2.6565325260162354,57.53717442943746,0.10565837549833952,1.9948011013543792,0.6433228254318237,1.8882179895984095,-7.566497802734382,44.23545349407445,55.75823208659532
0,81.16992950439453,-2.2917504310607915,-0.41498199105262756,405.57886107153087,0.10565837548542771,3.001365924849507,0.11546754837036177,2.9991439878940582,-57.93251991271973,104.22419826008922,314.08710645789887
