,pT_{Z}(GeV),#eta_{Z},#phi_{Z},Energy_{Z}(GeV),Mass_{Z}(GeV)
0,304.7219430918416,0.6137529169878925,-3.06528933071704,399.45877053909476,164.66714828624492
0,24.281148495051188,0.5880578482575564,3.1285372930575672,104.83539850810764,100.8582786229294
0,69.56090555700624,-1.2145777215947338,-3.081449569913667,145.99137739248417,71.12330599628278
0,125.6105812492939,-0.08922135603203481,-1.5680164486818045,233.76691506362323,196.8324635179364
0,106.24370720428156,-2.0775994412448795,1.4187173002977853,458.160828285447,155.83252911425905
0,83.10326450380981,-1.0759469304511935,0.6429329889242602,141.4155691599799,38.657082876347985
0,30.047997081772785,2.3545668716146317,-2.406349220321775,168.23268806813746,52.950110070169416
0,119.15655657853493,1.9576878126231199,1.9394640508023777,448.1536616457356,124.88886760440492
0,67.02773628948383,0.5377573368999286,2.066847187621201,134.5092171703074,110.32056794965557
0,51.577401054459116,-2.5934166952834823,-1.19199686841646,366.1431255371712,117.24966781914222
0,212.3881684295264,-1.799807873954454,-1.267155991507101,676.1854267567234,147.6403225005733
0,52.18637267437033,1.5570734707571139,1.3546454585119567,195.85039450343353,147.0935913733763
0,105.18104658057166,1.618741839144563,-1.1988962470916409,310.24114616179065,142.00952401456829
0,92.05180457997928,2.2410984613622937,0.8252770002954747,465.3800074310557,158.0881032957268
0,100.2393694198574,1.5410718470842533,-0.7721349286671209,372.4343277292237,280.7029315329844
0,50.16686932893161,-0.5364454367452934,2.1295046247442997,97.378574915466,78.54574302492532
0,11.227935188733081,-3.4405345848770224,3.078021730482157,207.98318291011117,111.83577147449705
0,76.26380793267387,0.42278887850922264,-1.2886843909394725,203.21341591166038,185.4088468020505
0,27.48467385498209,-2.505388798479622,2.502435657044966,175.23522065392166,44.68349842762362
0,37.35757614253359,1.1816136503173764,-2.947537151288324,106.1644471308829,82.66294003851682
0,65.10940407432432,2.010956158509651,-0.4122158287937994,303.5930533812214,175.74022079874763
0,66.31744010189901,-1.6751481693002324,-0.8257300819542923,189.1349109137886,46.75879548149529
0,16.906440334763506,-2.053273831217333,-3.0441133563134453,155.126166579454,139.9284853763763
0,71.05929928666265,2.558179887120939,0.42714047110940856,568.008283051455,331.1070363718229
0,39.3795094248617,2.714779208385754,1.5963706581745474,324.2247660431018,126.22720270187142
0,146.70958267051014,1.4213912828386968,-2.0181027660115403,369.4705842730802,181.87321431625176
0,27.812523098763062,0.5963374075853548,3.1387779259413504,94.3896494170183,88.46802497374333
0,62.62661853253415,-1.3472003838121185,-1.71272199644462,218.81997783483087,177.049172078905
0,129.81235873770362,-0.44275267769537324,-2.3402425039706656,152.80768532887944,54.53455644619952
0,131.26457242263723,-1.6184176263392818,-2.5175758820884084,384.68339188266543,171.91694235773292
